id,code,client_name,explain,market,created_at,updated_at
175,AMBC,Ambac Financial Group,民間・公共機関向けに金融保証やその他金融関連サービスを展開。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
176,AMC,AMC Entertainment Holdings A,世界各地で映画館を運営し、演劇公開、映画上映、食品販売、オンラインチケット販売、その他関連サービスを提供する。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
177,AMCR,Amcor plc,世界的なプラスチックパッケージ会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
178,AMCX,AMC Networks A,ケーブルチャンネルの制作・管理会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
179,AMD,Advanced Micro Devices,半導体（マイクロプロセッサー）大手,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
180,AME,AMETEK,電動モーター・電子機器メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
181,AMED,Amedisys,在宅看護、在宅輸液療法（HIT）、外来手術センターなどのサービスを提供する代替サイト・ヘルスケア・サービス会社｡,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
182,AMEH,Apollo Medical Holdings Inc,米国のヘルスケア企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
183,AMG,Affiliated Managers Group,資産管理持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
184,AMGN,Amgen,大手バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
185,AMK,Assetmark Financial Holdings Inc,子会社を通じて、ファイナンシャルアドバイザーや金融ブローカー、投資家向けにオンライン資産管理ポータル・アプリの提供を行っている会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
186,AMKR,Amkor Technology,半導体のパッケージングおよびテストサービスを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
187,AMN,Amn Healthcare Services,看護師や提携医療従事者を全米の病院・医療施設に短期派遣するヘルスケア関連の人材派遣会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
188,AMNB,American National Bankshares,個人・企業に対し各商業銀行業務を提供している。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
189,AMOT,Allied Motion Technologies,世界各地の顧客に精密および特殊動作制御部品およびシステムを提供する動作制御システムメーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
190,AMP,Ameriprise Financial,投資顧問会社。元アメリカンエキスプレスの投資顧問部門,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
191,AMPE,Ampio Pharmaceuticals,代謝障害、眼病、腎疾患、炎症、および中枢神経系疾患の治療に関するリサーチ を手掛ける医薬品の研究開発会社。,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
192,AMPG,AmpliTech Group Inc,マイクロ波コンポーネントベースの低ノイズアンプを設計、開発、製造している通信機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
193,AMPH,Amphastar Pharmaceuticals,ジェネリックおよび専売注射剤・吸入剤を開発、製造する製薬会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
194,AMR,Alpha Metallurgical Resources Inc,発電用の原料炭および一般炭を供給している石炭採掘サービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
195,AMRC,Ameresco A,総合電力エネルギー会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
196,AMRK,A-Mark Precious Metals Inc,金、銀、プラチナ、およびパラジウムを通貨、延べ棒、薄板、および粒子の形状で販売,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
197,AMRS,Amyris,世界の特殊化学および輸送燃料市場に石油を原料とする製品に代わる製品を提供する再生可能製品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
198,AMRX,Amneal Pharmaceuticals Inc A,米国の製薬会社。ジェネリック医薬品の開発、製造、販売、流通を中心に行うほか、中枢神経系障害の治療のため自社ブランド医薬品の開発を手掛ける。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
199,AMSC,American Superconductor,風力発電や送配電ソリューションを提供する米国の発電タービン・メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
200,AMSF,AMERISAFE,石油・ガス、海運など危険を伴う業界の中小企業を中心に労災保険を提供する保険会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
201,AMST,Amesite Inc,大学等の学習プログラム向上のためのクラウドプラットフォームを提供する企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
202,AMSWA,American Software A,ソフトウエア・プロバイダー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
203,AMTB,Amerant Bancorp Inc A,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
204,AMTI,Applied Molecular Transport Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
205,AMTX,Aemetis,燃料や化学製品の生産、従来の石油ベース製品に代わる技術の取得・開発・商業化を行うバイオテクノロジー会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
206,AMWD,American Woodmark,住宅建築・改築市場向けに台所キャビネットと洗面化粧台を製造、販売する米国の台所・浴室キャビネット製造会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
207,AMWL,American Well Corp,インターネットを介し患者の自宅や職場に遠隔医療を提供する企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
208,AMYT,Amryt ファーマ　ADR,幼児向け医薬品製造会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
209,AMZN,Amazon.com,小売業、インターネット通販会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
210,AN,AutoNation,自動車販売チェーン,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
211,ANAB,AnaptysBio,主に米国で臨床段階のバイオテクノロジー企業として営業を展開しています。癌免疫療法および炎症のための抗体を製造および販売しています。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
212,ANAT,American National Insurance,変額生命保険や、定額年金、変額年金、株価指数連動型年金などを取扱う保険会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
213,ANDE,The Andersons Inc,農業に従事する多角経営の会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
214,ANET,Arista Networks,クラウド・ネットワーキング・ソリューションを提供する企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
215,ANF,Abercrombie & Fitch A,専門小売店,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
216,ANGI,Angi Inc A,インターネットによる情報・コンテンツ提供会社。有料評価サイト｢Angies List｣を運営する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
217,ANGN,Angion Biomedica Corp,急性・慢性の臓器損傷を治療するための新しい治療薬を発見・開発しているバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
218,ANGO,AngioDynamics,末梢血管疾患の治療や手術に使用される医療機器の開発、製造、販売を行う米国の医療機器メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
219,ANIK,Anika Therapeutics,治療疼痛管理ソリューションの開発などをしている総合的な整形外科用医薬品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
220,ANIP,Ani Pharmaceuticals,ブランド薬およびジェネリック処方薬の開発・生産・販売を手掛ける総合医薬品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
221,ANIX,Anixa Biosciences Inc,情報処理分野などの最先端技術へ資金提供、開発、取得、ライセンスに従事している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
222,ANNX,Annexon Inc,脳および目の補体介在性疾患に対する新規治療薬を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
223,ANSS,ANSYS,設計分析や最適化ソリューションのソフトウェアを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
224,ANTM,Anthem,ヘルス・ベネフィット給付会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
225,ANVS,Annovis Bio Inc,アルツハイマー病などの治療のための研究を行う米国の企業,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
226,AON,AON,イギリスの保険サービス持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
227,AOS,A.O.Smith,米国の住宅・商業用温水機器と水質処理製品のメーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
228,AOSL,Alpha and Omega Semiconductor Limited,バミューダ籍の電力半導体開発業者,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
229,AOUT,American Outdoor Brands Inc,米国のアウトドア用品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
230,AP,Ampco Pittsburgh,鉄鋼・アルミ金属製造業向けに硬化鋼ロールの鍛造と生成を行うポンプ製造会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
231,APA,APA Corporation,独立系エネルギー会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
232,APAM,Artisan Partners Asset Management Inc,米国の独立系投資運用会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
233,APD,Air Products & Chemicals,工業用ガスおよび関連処理装置メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
234,APDN,Applied DNA Sciences,北米と欧州で、DNAタグを利用した偽造防止技術を供給するDNAセキュリティーソリューション会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
235,APEI,American Public Education,軍事、公共サービス、経営管理などについての高等教育をオンラインで提供する米国の教育サービス会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
236,APEN,Apollo Endosurgery,減量ソリューションの腹腔鏡下調整胃バンディング術を提供する。世界各地で製品を販売する医療機器の設計・製造会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
237,APG,APi Group Corporation,建物や生活環境の安全対策に関するサービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
238,APH,Amphenol A,コネクターメーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
239,APLS,Apellis Pharmaceuticals Inc,臨床段階のバイオ医薬品会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
240,APLT,Applied Therapeutics Inc,米国の主に糖尿病性心筋症や心臓に関わる研究等のバイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
241,APOG,Apogee Enterprises,付加価値付きのガラス製品・サービスを提供する米国企業。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
242,APP,AppLovin Corp A,アプリビジネスの成長支援プラットフォームを手掛ける会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
243,APPF,Appfolio A,クラウドベースの不動産管理ソフトウエアを提供するソフトウエア会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
244,APPH,AppHarvest Inc,米国のアグリテック企業。屋内農場の開発と運営に取り組む。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
245,APPN,Appiancorp,アプリケーションの開発を可能とするサービスを提供するロー・コード・ソフトウェア開発プラットフォームを提供する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
246,APPS,Digital Turbine,モバイルコンテンツソリューションを提供する米国の会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
247,APRE,Aprea Therapeutics Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
248,APRN,Blue Apron Holdings A,子会社を通じて、食事を作るためのレシピや食事キット配送サービスを提供している持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
249,APT,Alpha Pro Tech Ltd,米国を中心に使い捨て防護用アパレル、備蓄品、感染防止用製品の開発、製造、販売に従事している会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
250,APTO,Aptose Biosciences Inc,カナダのバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
251,APTV,Aptiv PLC,イギリスの自動車部品会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
252,APTX,Aptinyx Inc,脳や神経系疾患の治療に対する独自の合成小分子の開発・商業化を行うバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
253,APVO,Aptevo Therapeutics Inc,がんや血液疾患の治療法を提供するバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
254,APYX,Apyx Medical Corporation,米国の医療機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
255,AQB,Aquabounty Technologies,特定のプロテインの商業化に関する調査・開発を行うバイオ化学企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
256,AQMS,Aqua Metals Inc,米国の鉛リサイクル会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
257,AQN,Algonquin Power and Utilities Corp,水力発電、風力発電、太陽熱発電施設等の運営と子会社を通じた天然ガス・電力等の供給をしている会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
258,AQST,Aquestive Therapeutics Inc,米国の特殊医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
259,AQUA,Evoqua Water Technologies,総合水処理エンジニアリング企業の大手。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
260,AR,Antero Resources Corporation,原油と天然ガスの探鉱、開発、生産に従事している石油・ガス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
261,ARAV,Aravive Inc,内分泌系の病気の治療に焦点を当てたバイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
262,ARAY,Accuray Incorporated,放射線システムの開発、腫瘍治療ソリューション提供をする医療機器メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
263,ARCB,ArcBest Corp,自動車輸送や複合一貫輸送業などに出資する多角的持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
264,ARCH,Arch Resources Inc A,低硫黄質軟炭の採掘・精製・販売会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
265,ARCO,Arcos Dorados Holdings A,南米のマクドナルドフランチャイズを運営するアルゼンチンの会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
266,ARCT,Arcturus Therapeutics Holdings Inc,リボ核酸（RNA）医薬品会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
267,ARD,Ardagh Group SA,ガラス及び金属製の容器の製造・販売を行っているルクセンブルクの容器メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
268,ARDS,Aridis Pharmaceuticals Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
269,ARDX,Ardelyx Inc,バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
270,AREC,American Resources Corporation,炭鉱および石炭処理事業に従事している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
271,ARES,Ares Management Corp A,資産管理会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
272,ARGO,Argo Group International Holdings Ltd,子会社を通じて、損害保険および再保険商品を提供しているバミューダ籍の保険持ち株会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
273,ARKR,Ark Restaurants Corp,米国で事業を展開しているレストラン運営会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
274,ARL,American Realty Investors Inc,米国の不動産投資会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
275,ARLO,Arlo Technologies,IT企業。セキュリティーカメラなど各種デバイスを接続するクラウドソリューションを提供する。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
276,ARMK,Aramark,食品・施設管理サービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
277,ARMP,Armata Pharmaceuticals,疾患予防･治療薬の開発・商品化を手掛けるバイオテクノロジー企業。,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
278,ARNA,Arena Pharmaceuticals,Gタンパク質共役型受容体を標的とした薬品の発見・開発・商品化に従事,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
279,ARNC,Arconic,航空機及び自動車用アルミ部品等の製造会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
280,AROC,Archrock Inc,天然ガス圧縮の請負サービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
281,AROW,Arrow Financial Corp,ニューヨーク州に２行の国家特許銀行を所有している米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
282,ARQT,Arcutis Biotherapeutics Inc,バイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
283,ARRY,Array Technologies Inc,太陽光電池パネルを操作する機器を製造している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
284,ARTNA,Artesian Resources Corp A,公益事業の顧客向けに、公的・私的防火用水を含む水の配給及び販売をしている会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
285,ARTW,Arts-Way Manufacturing Co Inc,農業機械メーカー。農業機械の製造、販売に従事する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
286,ARVN,Arvinas Inc,病気を引き起こすタンパク質を分解するための治療法の発見、開発、および商業化に従事している。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
287,ARW,Arrow Electronics,電子部品・コンピューター製品を販売,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
288,ARWR,Arrowhead Pharmaceuticals Inc,遺伝子の抑制による難病治療向け医薬品を開発しているバイオテクノロジー会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
